observationID,recordKey,gridReference,siteKey,siteName,featureKey,startDate,endDate,pTaxonVersionKey,taxonName,authority,commonName
463173531,6822,SR99,,,154433,16/10/1978,16/10/1978,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463173532,6823,SR99,,,154433,10/05/1979,10/05/1979,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463173533,6824,SR99,,,154433,17/05/1979,17/05/1979,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463173534,6825,SR99,,,154433,22/05/1979,22/05/1979,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463173535,6826,SR99,,,154433,28/05/1979,28/05/1979,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463173536,6827,SR99,,,154433,19/11/1979,19/11/1979,NHMSYS0000080177,Rhinolophus hipposideros,"(Bechstein, 1800)",Lesser Horseshoe Bat
463173537,6130,SN71,,,161947,15/03/2008,15/03/2008,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463173539,6132,SN71,,,161947,15/03/2009,15/03/2009,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463173541,6134,SN71,,,161947,15/03/2009,15/03/2009,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463173587,991,ST45,,,155857,17/12/2007,17/12/2007,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463173589,993,ST45,,,155857,23/01/2008,23/01/2008,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463173592,996,ST45,,,155857,18/02/2008,18/02/2008,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463173596,1000,ST45,,,155857,06/12/2008,06/12/2008,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463173598,1002,ST45,,,155857,17/01/2009,17/01/2009,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463173601,1005,ST45,,,155857,18/02/2009,18/02/2009,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463173614,2747,TQ57,,,164507,13/02/2010,13/02/2010,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
