observationID,recordKey,gridReference,siteKey,siteName,featureKey,startDate,endDate,pTaxonVersionKey,taxonName,authority,commonName
463166539,1767,SM90,,,150161,12/02/2006,12/02/2006,NBNSYS0100004720,Pipistrellus pygmaeus,"(Leach, 1825)",Soprano Pipistrelle
463166623,4325,TL65,,,168651,21/12/2008,21/12/2008,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463166624,4326,TL65,,,168651,18/01/2009,18/01/2009,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463166625,4327,TL65,,,168651,15/02/2009,15/02/2009,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463166626,4328,TL65,,,168651,19/12/2009,19/12/2009,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463166627,4329,TL65,,,168651,10/01/2010,10/01/2010,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463166628,4330,TL65,,,168651,20/02/2010,20/02/2010,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463166629,4331,TL65,,,168651,19/12/2010,19/12/2010,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463166630,4332,TL65,,,168651,09/01/2011,09/01/2011,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463166631,4333,TL65,,,168651,13/02/2011,13/02/2011,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463166743,23494,SY28,,,159333,10/12/1983,10/12/1983,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463166262,17276,SU62,19784006,10032,160917,14/01/2007,14/01/2007,NBNSYS0100004720,Pipistrellus pygmaeus,"(Leach, 1825)",Soprano Pipistrelle
463166062,16808,TF28,,,164787,12/02/2006,12/02/2006,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463166034,3500,TF28,,,164787,09/01/2011,09/01/2011,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165994,13775,SK83,,,149657,22/02/2002,22/02/2002,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165991,13772,SK83,,,149657,26/01/2002,26/01/2002,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165989,13770,SK83,,,149657,07/02/2001,07/02/2001,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165977,13243,NY83,,,136272,22/02/1987,22/02/1987,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463165536,292,SX37,,,158400,27/02/2008,27/02/2008,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165534,290,SX37,,,158400,27/02/2008,27/02/2008,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463165531,287,SX37,,,158400,12/01/2008,12/01/2008,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165529,285,SX37,,,158400,12/01/2008,12/01/2008,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463165522,250,SK15,,,147011,23/02/2008,23/02/2008,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463165516,244,SK15,,,147011,26/01/2008,26/01/2008,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463165508,1100,SK15,,,147011,24/01/2009,24/01/2009,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463165498,10166,SX37,,,158400,19/02/2001,19/02/2001,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463165496,10164,SX37,,,158400,19/02/2001,19/02/2001,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165494,10162,SX37,,,158400,19/01/2001,19/01/2001,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463165492,10160,SX37,,,158400,19/01/2001,19/01/2001,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165489,10157,SX37,,,158400,18/01/2001,18/01/2001,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463165487,10155,SX37,,,158400,18/01/2001,18/01/2001,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165485,10153,SX37,,,158400,13/12/2000,13/12/2000,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463165482,10150,SX37,,,158400,13/12/2000,13/12/2000,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165480,10148,SX37,,,158400,19/02/2000,19/02/2000,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463165478,10146,SX37,,,158400,19/02/2000,19/02/2000,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165476,10144,SX37,,,158400,19/01/2000,19/01/2000,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463165474,10142,SX37,,,158400,19/01/2000,19/01/2000,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165471,10139,SX37,,,158400,12/02/1999,12/02/1999,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165468,10136,SX37,,,158400,09/01/1999,09/01/1999,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165466,10134,SX37,,,158400,13/02/1998,13/02/1998,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463165464,10132,SX37,,,158400,13/02/1998,13/02/1998,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165460,10128,SX37,,,158400,09/01/1998,09/01/1998,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463165433,12559,TQ45,,,168604,21/01/2001,21/01/2001,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463165225,16530,SE86,,,143575,16/01/2000,16/01/2000,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463165223,16528,SE86,,,143575,17/01/1999,17/01/1999,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463165181,4017,TF64,,,204339,28/01/2010,28/01/2010,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463167804,12300,TR05,,,178454,08/01/2000,08/01/2000,NBNSYS0000005102,Plecotus auritus,"(Linnaeus, 1758)",Brown Long-eared Bat
463167805,12301,TR05,,,178454,19/02/2000,19/02/2000,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463167806,12302,TR05,,,178454,03/01/2001,03/01/2001,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463167807,12303,TR05,,,178454,14/02/2001,14/02/2001,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463167808,12304,TR05,,,178454,05/01/2002,05/01/2002,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463167809,12305,TR05,,,178454,05/01/2002,05/01/2002,NBNSYS0000005102,Plecotus auritus,"(Linnaeus, 1758)",Brown Long-eared Bat
463167810,12306,TR05,,,178454,09/02/2002,09/02/2002,NHMSYS0000376160,Chiroptera,"Blumenbach, 1779",Bat
463167811,12307,TR05,,,178454,09/02/2002,09/02/2002,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463167813,12309,TR05,,,178454,11/01/2003,11/01/2003,NHMSYS0000376160,Chiroptera,"Blumenbach, 1779",Bat
463167814,12310,TR05,,,178454,11/01/2003,11/01/2003,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463167816,12312,TR05,,,178454,08/02/2003,08/02/2003,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463167817,12313,TR05,,,178454,08/02/2003,08/02/2003,NBNSYS0000005102,Plecotus auritus,"(Linnaeus, 1758)",Brown Long-eared Bat
463167834,3655,TR05,,,178454,01/01/2011,01/01/2011,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463167836,3657,TR05,,,178454,01/01/2011,01/01/2011,NBNSYS0000005102,Plecotus auritus,"(Linnaeus, 1758)",Brown Long-eared Bat
463167837,3658,TR05,,,178454,01/01/2011,01/01/2011,NHMSYS0000376160,Chiroptera,"Blumenbach, 1779",Bat
463167838,3659,TR05,,,178454,01/02/2011,01/02/2011,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463167846,17282,TR05,,,178454,01/01/2007,01/01/2007,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463167847,7662,TR05,,,178454,02/01/2013,02/01/2013,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463167848,7663,TR05,,,178454,02/02/2013,02/02/2013,NHMSYS0000528028,Myotis daubentonii,"(Kuhl, 1817)",Daubenton's Bat
463167903,79,SP41,,,153874,19/02/2008,19/02/2008,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463167906,2085,SP41,,,153874,28/01/2010,28/01/2010,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463167907,2086,SP41,,,153874,28/01/2010,28/01/2010,NHMSYS0000376160,Chiroptera,"Blumenbach, 1779",Bat
463167910,2089,SP41,,,153874,11/02/2010,11/02/2010,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463167911,20776,SJ57,,,146202,12/01/2014,12/01/2014,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463167912,20777,SJ57,,,146202,16/02/2014,16/02/2014,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463167915,829,SP41,,,153874,05/02/2009,05/02/2009,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463165116,9112,SM90,,,150161,14/02/2010,14/02/2010,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463165023,10991,ST41,,,155714,17/01/1998,17/01/1998,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463164689,7950,SN12,,,165118,11/03/2000,11/03/2000,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463164680,7941,SN12,,,165118,30/11/1997,30/11/1997,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463164506,4731,SU29,,,156639,13/02/2012,13/02/2012,NHMSYS0000376160,Chiroptera,"Blumenbach, 1779",Bat
463164504,4729,SU29,,,156639,11/01/2012,11/01/2012,NHMSYS0000376160,Chiroptera,"Blumenbach, 1779",Bat
463164360,2847,SJ07,,,145476,28/02/2010,28/02/2010,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463164357,2844,SJ07,,,145476,16/01/2010,16/01/2010,NHMSYS0000528008,Eptesicus serotinus,"(Schreber, 1774)",Serotine
463164356,2843,SJ07,,,145476,16/01/2010,16/01/2010,NBNSYS0100004720,Pipistrellus pygmaeus,"(Leach, 1825)",Soprano Pipistrelle
463164355,2842,SJ07,,,145476,16/01/2010,16/01/2010,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463164346,1852,SJ07,,,145476,17/01/2009,17/01/2009,NHMSYS0000528008,Eptesicus serotinus,"(Schreber, 1774)",Serotine
463164344,1850,SJ07,,,145476,17/01/2009,17/01/2009,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463164329,327,SJ07,,,145476,01/03/2008,01/03/2008,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463164327,325,SJ07,,,145476,19/01/2008,19/01/2008,NHMSYS0000528008,Eptesicus serotinus,"(Schreber, 1774)",Serotine
463164324,322,SJ07,,,145476,19/01/2008,19/01/2008,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463164322,320,SJ07,,,145476,08/12/2007,08/12/2007,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463164255,6841,SM81,,,150126,20/03/1994,20/03/1994,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463164233,8211,SN02,,,172241,21/09/2001,21/09/2001,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463164227,8205,SN02,,,172241,05/02/1995,05/02/1995,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463164204,3678,SX56,,,158673,27/01/2011,27/01/2011,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463164199,1996,TF28,,,164787,14/02/2010,14/02/2010,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463164185,10490,TL13,,,166029,19/01/1997,19/01/1997,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463164183,10488,TL13,,,166029,25/02/1996,25/02/1996,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463164135,6025,SS58,,,154600,20/02/2010,20/02/2010,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463163965,11515,TQ53,,,160972,16/01/2000,16/01/2000,NBNSYS0000005103,Plecotus austriacus,"(Fischer, 1829)",Grey Long-eared Bat
463163842,10773,SU62,19784006,10032,160917,03/02/1991,03/02/1991,NHMSYS0000528008,Eptesicus serotinus,"(Schreber, 1774)",Serotine
463163378,10126,SX37,,,158400,26/02/1997,26/02/1997,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463163374,10122,SX37,,,158400,28/01/1997,28/01/1997,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463163234,7123,SN02,,,172241,29/11/2008,29/11/2008,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463163139,4722,SP41,,,153874,19/01/2012,19/01/2012,NHMSYS0000376160,Chiroptera,"Blumenbach, 1779",Bat
463163134,10283,SD68,,,138077,14/02/1999,14/02/1999,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463163130,10279,SD68,,,138077,16/01/1999,16/01/1999,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463162964,5575,TF28,,,164787,12/02/2012,12/02/2012,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463162918,1192,SX56,,,158673,06/01/2009,06/01/2009,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162891,7854,SM81,,,150126,16/03/2002,16/03/2002,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162890,6057,SN12,,,165118,20/02/2011,20/02/2011,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463162873,6030,SM81,,,150126,13/03/2010,13/03/2010,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162857,6331,SS58,,,154600,23/02/1997,23/02/1997,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463162764,6871,SM93,,,164990,24/02/2007,24/02/2007,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463162452,11466,SP03,,,153438,26/01/1998,26/01/1998,NHMSYS0000080178,Barbastella barbastellus,"(Schreber, 1774)",Western Barbastelle
463162407,4324,TL65,,,168651,10/02/2008,10/02/2008,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162406,4323,TL65,,,168651,13/01/2008,13/01/2008,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162405,4322,TL65,,,168651,16/12/2007,16/12/2007,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162404,4321,TL65,,,168651,04/02/2007,04/02/2007,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162403,4320,TL65,,,168651,07/01/2007,07/01/2007,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162402,4319,TL65,,,168651,17/12/2006,17/12/2006,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162401,4318,TL65,,,168651,05/02/2006,05/02/2006,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162400,4317,TL65,,,168651,08/01/2006,08/01/2006,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162399,4316,TL65,,,168651,18/12/2005,18/12/2005,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162398,4315,TL65,,,168651,06/02/2005,06/02/2005,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162397,4314,TL65,,,168651,09/01/2005,09/01/2005,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162396,4313,TL65,,,168651,19/12/2004,19/12/2004,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162395,4312,TL65,,,168651,15/02/2004,15/02/2004,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162394,4311,TL65,,,168651,11/01/2004,11/01/2004,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162393,4310,TL65,,,168651,21/12/2003,21/12/2003,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162392,4309,TL65,,,168651,25/04/2003,25/04/2003,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162391,4308,TL65,,,168651,10/04/2003,10/04/2003,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162390,4307,TL65,,,168651,09/02/2003,09/02/2003,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162389,4306,TL65,,,168651,05/01/2003,05/01/2003,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162388,4305,TL65,,,168651,08/12/2002,08/12/2002,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162387,4304,TL65,,,168651,03/02/2002,03/02/2002,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162386,4303,TL65,,,168651,06/01/2002,06/01/2002,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162385,4302,TL65,,,168651,04/02/2001,04/02/2001,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162384,4301,TL65,,,168651,14/01/2001,14/01/2001,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162383,4300,TL65,,,168651,18/03/1999,18/03/1999,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162382,4299,TL65,,,168651,23/01/2000,23/01/2000,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463162265,6477,SN87,,,164032,09/01/2000,09/01/2000,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463162223,7114,SN02,,,172241,20/11/2006,20/11/2006,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463162222,7113,SN02,,,172241,20/11/2006,20/11/2006,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162219,7110,SN02,,,172241,27/11/2005,27/11/2005,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162215,8840,SN02,,,172241,20/02/2011,20/02/2011,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463162213,8838,SN02,,,172241,21/11/2010,21/11/2010,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162209,8834,SN02,,,172241,22/11/2009,22/11/2009,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162208,8833,SN02,,,172241,22/11/2009,22/11/2009,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463162207,8832,SN02,,,172241,15/02/2009,15/02/2009,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463162201,8826,SN02,,,172241,23/11/2003,23/11/2003,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162199,8824,SN02,,,172241,16/11/2002,16/11/2002,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162197,8822,SN02,,,172241,17/11/2001,17/11/2001,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162196,8821,SN02,,,172241,17/11/2000,17/11/2000,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162192,8817,SN02,,,172241,30/12/1998,30/12/1998,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463162161,8786,SN02,,,172241,20/02/2011,20/02/2011,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162160,8785,SN02,,,172241,21/11/2010,21/11/2010,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162159,8784,SN02,,,172241,07/03/2010,07/03/2010,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162157,8782,SN02,,,172241,16/01/2010,16/01/2010,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162153,8778,SN02,,,172241,22/11/2009,22/11/2009,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162152,8777,SN02,,,172241,15/02/2009,15/02/2009,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463162151,8776,SN02,,,172241,15/02/2009,15/02/2009,NHMSYS0000528026,Myotis brandtii,"(Eversmann, 1845)",Brandt's Bat
463162012,1621,TL14,19784109,10461,160635,13/12/2008,13/12/2008,NHMSYS0020001355,Pipistrellus pipistrellus sensu stricto,"(Schreber, 1774)",Common Pipistrelle
463166984,9661,SN02,,,172241,10/06/1977,10/06/1977,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463166985,9662,SN02,,,172241,04/10/1977,04/10/1977,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463166986,9663,SN02,,,172241,04/10/1977,04/10/1977,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463166987,9664,SN02,,,172241,18/10/1977,18/10/1977,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463166988,9665,SN02,,,172241,09/06/1978,09/06/1978,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463166989,9666,SN02,,,172241,27/06/1978,27/06/1978,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463166990,9667,SN02,,,172241,26/10/1978,26/10/1978,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463166991,9668,SN02,,,172241,01/07/1979,01/07/1979,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463166992,9669,SN02,,,172241,08/07/1979,08/07/1979,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463166993,9670,SN02,,,172241,20/08/1979,20/08/1979,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463166994,9671,SN02,,,172241,31/08/1979,31/08/1979,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463166995,9672,SN02,,,172241,06/09/1979,06/09/1979,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463166997,9674,SN02,,,172241,18/09/1990,18/09/1990,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463166999,9676,SN02,,,172241,19/08/1994,19/08/1994,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463167000,9677,SN02,,,172241,19/08/1994,19/08/1994,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463167101,7853,SS58,,,154600,20/02/2010,20/02/2010,NHMSYS0020001356,Pipistrellus pipistrellus sensu lato,"(Schreber, 1774)",Pipistrelle
463167136,8757,SN02,,,172241,08/12/1974,08/12/1974,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463167148,8769,SN02,,,172241,13/11/1999,13/11/1999,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
463167149,8770,SN02,,,172241,17/11/2001,17/11/2001,NHMSYS0000080176,Rhinolophus ferrumequinum,"(Schreber, 1774)",Greater Horseshoe Bat
